emp_no,dept_name,first_name,last_name,birth_date,from_date,to_date,title
438264,Customer Service,Rasikan,Barreiro,1965-01-19,1991-09-27,9999-01-01,Staff
438557,Development,Lidong,Swist,1965-01-30,1999-09-16,9999-01-01,Engineer
439377,Development,Mari,Plessier,1965-01-28,1997-07-04,9999-01-01,Senior Engineer
439905,Customer Service,Kousuke,Levasseur,1965-01-03,1990-03-16,9999-01-01,Senior Staff
439924,Finance,Gunilla,Kisuki,1965-01-30,1994-08-14,9999-01-01,Senior Staff
440325,Sales,Douadi,Sullins,1965-01-10,1999-09-25,9999-01-01,Senior Staff
440435,Development,Sandeepan,Rosti,1965-01-03,1991-11-26,9999-01-01,Senior Engineer
440450,Human Resources,Tzvetan,Scharstein,1965-01-16,1994-06-16,9999-01-01,Senior Staff
440642,Sales,Snehasis,Kalsbeek,1965-01-14,1988-01-06,9999-01-01,Senior Staff
440870,Customer Service,Filipp,Hasham,1965-01-01,1996-10-14,9999-01-01,Senior Staff
440937,Research,Fabrizio,Usery,1965-01-18,1992-10-13,9999-01-01,Staff
441197,Sales,Miquel,Legleitner,1965-01-18,1985-06-28,9999-01-01,Senior Staff
441536,Production,Chinho,Collette,1965-01-10,1995-10-09,9999-01-01,Senior Engineer
441954,Production,Leszek,Marchegay,1965-01-03,1999-06-13,9999-01-01,Engineer
441965,Research,Claudi,Heijenga,1965-01-12,1988-08-30,9999-01-01,Senior Staff
442002,Sales,Ravishankar,Baig,1965-01-03,1992-03-17,9999-01-01,Staff
442096,Production,Martijn,DiGiano,1965-01-15,1990-06-15,9999-01-01,Senior Engineer
442312,Production,Zengping,Cusworth,1965-01-05,1991-06-07,9999-01-01,Senior Engineer
442490,Production,Navid,Luke,1965-01-08,1994-10-17,9999-01-01,Engineer
442653,Development,Mona,Hebden,1965-01-04,1995-10-20,9999-01-01,Engineer
442700,Research,Siddarth,Masada,1965-01-06,1997-08-11,9999-01-01,Staff
442898,Production,Aksel,Gire,1965-01-07,1999-06-27,9999-01-01,Engineer
443108,Human Resources,Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01,Senior Staff
443485,Research,Marke,Klerer,1965-01-23,1990-04-14,9999-01-01,Senior Staff
443841,Sales,Shaw,Kading,1965-01-08,1992-07-16,9999-01-01,Staff
443873,Sales,Vatsa,Ramsay,1965-01-20,2000-06-16,9999-01-01,Staff
444070,Customer Service,Heping,Skrikant,1965-01-15,1990-11-27,9999-01-01,Staff
444099,Sales,Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01,Staff
444208,Sales,Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01,Senior Staff
444465,Production,Prasadram,Bultermann,1965-01-13,1998-10-25,9999-01-01,Senior Engineer
444487,Development,Udi,Rullman,1965-01-03,1994-04-09,9999-01-01,Senior Engineer
444643,Research,Berna,Schonegge,1965-01-18,1998-06-28,9999-01-01,Staff
445067,Quality Management,Eldridge,Kawashima,1965-01-28,1990-02-27,9999-01-01,Senior Engineer
445152,Research,Heping,Peac,1965-01-09,1985-03-20,9999-01-01,Staff
445226,Production,Oscar,Baumann,1965-01-01,1987-01-22,9999-01-01,Senior Engineer
445570,Development,Van,Nations,1965-01-25,1986-08-11,9999-01-01,Technique Leader
445723,Production,Gaurav,Roison,1965-01-31,1991-07-12,9999-01-01,Senior Staff
445941,Production,Masako,Dechter,1965-01-11,1985-09-25,9999-01-01,Technique Leader
445950,Quality Management,Ebru,Valtorta,1965-01-23,1992-12-09,9999-01-01,Senior Engineer
446121,Sales,Fay,Cochrane,1965-01-11,1999-12-13,9999-01-01,Staff
446306,Production,Hercules,Kabayashi,1965-01-22,1991-06-10,9999-01-01,Senior Engineer
446424,Development,DAIDA,Nooteboom,1965-01-16,1985-11-24,9999-01-01,Senior Engineer
446897,Production,Takahiro,Dalton,1965-01-22,1992-09-30,9999-01-01,Technique Leader
446959,Development,Aram,Passino,1965-01-29,1995-01-28,9999-01-01,Senior Engineer
447018,Production,Dannz,Miara,1965-01-17,1992-12-04,9999-01-01,Engineer
447135,Human Resources,Gennady,Rouquie,1965-01-31,1989-08-24,9999-01-01,Senior Staff
447232,Customer Service,Aleksander,Schaaf,1965-01-22,2000-01-10,9999-01-01,Staff
447376,Research,Kirk,Zongker,1965-01-07,1999-12-10,9999-01-01,Staff
447544,Sales,Stabislas,Kakkad,1965-01-22,1989-02-19,9999-01-01,Senior Staff
447613,Development,Paris,Restivo,1965-01-15,1986-11-21,9999-01-01,Senior Engineer
447877,Quality Management,Make,Heuser,1965-01-13,1988-07-02,9999-01-01,Senior Engineer
447931,Sales,Martijn,Jeong,1965-01-11,1990-12-14,9999-01-01,Staff
447966,Production,Kamakshi,Hebert,1965-01-05,1997-01-17,9999-01-01,Senior Engineer
447982,Production,Shiv,Baezner,1965-01-25,1990-12-17,9999-01-01,Senior Engineer
447999,Development,Shiv,Vilarrasa,1965-01-05,1990-08-01,9999-01-01,Engineer
448769,Production,Mong,Dichev,1965-01-18,1997-10-11,9999-01-01,Technique Leader
448900,Sales,Mart,Talmor,1965-01-16,1999-05-11,9999-01-01,Staff
448918,Production,Chiradeep,Arlazarov,1965-01-23,1989-10-06,9999-01-01,Senior Engineer
448994,Finance,Haldun,Syang,1965-01-12,1997-02-11,9999-01-01,Staff
449189,Sales,Jahangir,Bernatsky,1965-01-30,1995-09-30,9999-01-01,Senior Staff
449815,Research,Fumitaka,Quittner,1965-01-27,1988-04-20,9999-01-01,Staff
449984,Development,Hinrich,Perin,1965-02-01,1985-11-20,9999-01-01,Senior Engineer
450184,Development,Selwyn,Henseler,1965-01-11,1993-03-09,9999-01-01,Senior Engineer
450255,Development,Udo,Waymire,1965-01-31,1986-06-14,9999-01-01,Technique Leader
450309,Quality Management,Gill,Orlowska,1965-01-08,1986-12-25,9999-01-01,Technique Leader
450475,Finance,Saeed,Bahl,1965-01-21,1991-01-29,9999-01-01,Senior Staff
450817,Quality Management,DAIDA,Frolund,1965-01-10,1987-07-17,9999-01-01,Senior Engineer
450888,Sales,Sedat,Rande,1965-01-03,1995-03-25,9999-01-01,Staff
450934,Production,Chanjung,Raoux,1965-01-23,1992-05-25,9999-01-01,Engineer
450936,Finance,Yuriy,Ponthieu,1965-01-18,1991-12-11,9999-01-01,Staff
451253,Sales,Jaihie,Ozeri,1965-01-15,1991-06-21,9999-01-01,Senior Staff
451272,Development,Jacopo,Krohm,1965-01-02,1991-04-24,9999-01-01,Senior Engineer
451275,Research,Bedrich,Isard,1965-01-25,1986-06-07,9999-01-01,Senior Staff
451333,Human Resources,Radhika,Bonifati,1965-01-15,1995-03-11,9999-01-01,Senior Staff
452137,Customer Service,Subir,Miake,1965-01-15,1999-01-09,9999-01-01,Engineer
452206,Sales,Arra,Esposito,1965-01-22,1994-11-03,9999-01-01,Staff
452325,Development,Taiji,Berstel,1965-01-14,1996-12-02,9999-01-01,Senior Engineer
452347,Sales,Shigeichiro,Brattka,1965-01-07,1996-07-13,9999-01-01,Staff
452365,Development,Fei,Gadepally,1965-01-05,1988-11-13,9999-01-01,Assistant Engineer
452956,Customer Service,Gou,Thombley,1965-01-17,1990-11-07,9999-01-01,Senior Engineer
452957,Sales,Alair,Nanard,1965-01-03,1996-02-10,9999-01-01,Staff
452982,Marketing,Lobel,Aloia,1965-01-29,1994-12-29,9999-01-01,Senior Staff
453070,Human Resources,Aran,Rosenbaum,1965-01-06,1991-04-25,9999-01-01,Staff
453154,Customer Service,Gao,Lally,1965-01-03,1996-03-01,9999-01-01,Staff
453644,Marketing,Berni,Takkinen,1965-01-07,1992-06-08,9999-01-01,Staff
453688,Quality Management,Chinya,Leslie,1965-01-24,1995-10-28,9999-01-01,Engineer
453723,Production,Arne,Kohling,1965-01-15,1985-12-13,9999-01-01,Senior Engineer
453760,Customer Service,Ewing,Rajala,1965-01-13,1996-06-21,9999-01-01,Staff
453790,Development,Fai,Keirsey,1965-01-11,1994-10-12,9999-01-01,Senior Engineer
453913,Marketing,Stein,Perng,1965-01-23,1993-04-29,9999-01-01,Senior Staff
454338,Quality Management,Mohammed,Georg,1965-01-24,1998-08-03,9999-01-01,Engineer
454378,Production,Gina,Ossenbruggen,1965-01-06,1998-01-03,9999-01-01,Technique Leader
454736,Development,Nechama,Ermel,1965-01-24,1995-06-05,9999-01-01,Engineer
454791,Production,Xiaoqiu,Pietracaprina,1965-01-22,1994-07-09,9999-01-01,Senior Engineer
454825,Production,Kamakshi,Schusler,1965-01-02,1995-05-25,9999-01-01,Senior Engineer
454994,Production,Mohan,Picht,1965-01-01,1991-02-24,9999-01-01,Senior Engineer
455175,Marketing,Soenke,Zaumen,1965-01-14,1992-02-22,9999-01-01,Staff
455284,Quality Management,Luisa,Baig,1965-01-09,1996-07-12,9999-01-01,Senior Engineer
455726,Sales,Qiwen,Kriebel,1965-01-08,1987-12-13,9999-01-01,Staff
455814,Production,Giao,DuCasse,1965-01-28,1991-07-19,9999-01-01,Senior Engineer
455914,Development,Peer,Angelopoulos,1965-01-01,1989-07-23,9999-01-01,Senior Engineer
456767,Sales,Tetsurou,Schreiter,1965-01-24,1987-07-17,9999-01-01,Staff
456982,Development,Shounak,Dratva,1965-01-07,1989-01-05,9999-01-01,Senior Engineer
457070,Human Resources,Gay,Plavsic,1965-01-25,1987-08-06,9999-01-01,Staff
457146,Research,Jinpo,Heyers,1965-01-20,1999-01-07,9999-01-01,Staff
457305,Sales,Sorina,Lakshmanan,1965-01-15,1994-09-03,9999-01-01,Staff
457337,Quality Management,Xumin,Beidas,1965-01-31,1995-04-27,9999-01-01,Technique Leader
457411,Development,Xudong,Peck,1965-01-13,1988-04-18,9999-01-01,Senior Engineer
457489,Production,Berna,Ranst,1965-01-24,1985-05-14,9999-01-01,Senior Engineer
457611,Development,Indrajit,Krogh,1965-01-09,1998-09-18,9999-01-01,Engineer
457776,Production,Florian,Siepmann,1965-01-15,1987-12-21,9999-01-01,Engineer
457813,Production,Foong,Gargeya,1965-01-28,1992-01-24,9999-01-01,Senior Engineer
457832,Development,Jackson,Zielinski,1965-02-01,1997-09-12,9999-01-01,Senior Engineer
457938,Customer Service,Arch,Picco,1965-01-14,1997-10-22,9999-01-01,Senior Staff
458111,Production,Florian,Tramer,1965-01-23,1999-11-07,9999-01-01,Engineer
458134,Human Resources,Thanasis,Standera,1965-01-11,1985-03-20,9999-01-01,Staff
458191,Research,George,Atchley,1965-01-28,1997-07-02,9999-01-01,Staff
458383,Development,Mabhin,Foote,1965-01-06,1999-04-23,9999-01-01,Engineer
458726,Customer Service,Shahaf,Kitai,1965-01-13,1986-12-26,9999-01-01,Staff
458790,Production,Ramya,Azadmanesh,1965-01-17,1988-11-19,9999-01-01,Senior Engineer
459172,Development,Val,Rissanen,1965-01-19,1993-11-20,9999-01-01,Engineer
459356,Development,Pramod,Wendorf,1965-01-21,1998-12-25,9999-01-01,Engineer
459429,Sales,Mohit,Verhaegen,1965-01-14,1992-05-27,9999-01-01,Staff
459685,Quality Management,Hirochika,Goldhammer,1965-02-01,1998-03-12,9999-01-01,Engineer
460131,Sales,Adly,Hambrick,1965-01-16,1997-07-25,9999-01-01,Staff
460691,Human Resources,Munehiko,Gihr,1965-01-16,1989-12-06,9999-01-01,Senior Staff
460707,Development,Yoshinari,Lanteri,1965-01-07,1996-12-25,9999-01-01,Senior Engineer
460920,Sales,Remzi,Mitzlaff,1965-01-22,1986-04-06,9999-01-01,Senior Staff
461120,Research,Shietung,Gelosh,1965-01-18,2001-04-01,9999-01-01,Engineer
461270,Sales,Mrinalini,Mawatari,1965-01-10,1996-01-03,9999-01-01,Staff
461801,Customer Service,Sumali,Cooman,1965-01-03,1993-04-18,9999-01-01,Senior Staff
462493,Quality Management,Paloma,Gerlach,1965-01-12,1988-07-26,9999-01-01,Senior Engineer
462795,Research,Somnath,Cummings,1965-01-05,1994-07-10,9999-01-01,Staff
463023,Marketing,Itzchak,Penn,1965-01-06,1999-01-21,9999-01-01,Staff
463099,Finance,Jinxi,Schmiedel,1965-01-15,1990-09-21,9999-01-01,Staff
463212,Quality Management,Ramya,Rossi,1965-01-09,2001-09-02,9999-01-01,Senior Engineer
463472,Customer Service,Jaber,Sethi,1965-01-11,2000-06-11,9999-01-01,Technique Leader
463495,Human Resources,Alenka,Barriga,1965-01-28,1988-05-06,9999-01-01,Staff
464284,Sales,Huiqun,Henders,1965-01-20,1993-05-19,9999-01-01,Senior Staff
464303,Customer Service,Abdelghani,Nyrup,1965-01-22,1986-08-02,9999-01-01,Staff
465062,Production,Stafford,Gist,1965-01-29,1988-05-07,9999-01-01,Engineer
465076,Production,Tokuyasu,Ghelli,1965-01-19,1985-05-05,9999-01-01,Engineer
465085,Customer Service,Vidar,Gunderson,1965-01-18,1996-03-18,9999-01-01,Senior Staff
465409,Marketing,Shahid,Varman,1965-01-30,1985-08-27,9999-01-01,Staff
465501,Human Resources,Mrinalini,Gire,1965-01-05,1992-11-09,9999-01-01,Senior Staff
465711,Development,Lakshmi,Frijda,1965-01-06,1990-04-21,9999-01-01,Engineer
465853,Human Resources,Kwan,Kampfer,1965-01-01,1998-10-16,9999-01-01,Staff
465874,Production,Herb,Picht,1965-01-12,1985-05-31,9999-01-01,Assistant Engineer
466064,Sales,Temple,Danlos,1965-01-31,1994-06-13,9999-01-01,Senior Staff
466367,Customer Service,Hiroyasu,Strandh,1965-01-05,1989-06-05,9999-01-01,Staff
466509,Development,Bezalel,Verhoeff,1965-01-26,1988-03-22,9999-01-01,Senior Engineer
466603,Marketing,Yechezkel,Nourani,1965-01-23,1991-08-01,9999-01-01,Staff
466745,Human Resources,Boalin,Birsak,1965-01-26,1995-10-16,9999-01-01,Senior Staff
467176,Human Resources,Przemyslawa,Borovoy,1965-01-05,1993-06-18,9999-01-01,Staff
467269,Development,Nahum,Lambe,1965-01-18,1989-08-31,9999-01-01,Technique Leader
467392,Production,Mariusz,Rikino,1965-01-07,1995-04-13,9999-01-01,Senior Engineer
467441,Production,Margareta,Bondorf,1965-01-13,1988-11-07,9999-01-01,Senior Engineer
467591,Marketing,Kiyotoshi,Hennebert,1965-01-17,2001-03-06,9999-01-01,Staff
467886,Marketing,Sivanarayana,Chandrasekhar,1965-01-02,1996-01-24,9999-01-01,Senior Staff
467918,Customer Service,Tsuneo,Skrikant,1965-01-03,1997-10-21,9999-01-01,Staff
468360,Development,Huei,Saoudi,1965-01-12,1994-08-10,9999-01-01,Technique Leader
468417,Production,Kamakshi,Huhdanpaa,1965-01-25,1993-08-26,9999-01-01,Senior Engineer
468659,Development,Ranga,Lemarechal,1965-01-18,1989-11-05,9999-01-01,Engineer
468773,Quality Management,Baziley,Brookner,1965-01-27,1993-09-22,9999-01-01,Senior Engineer
469104,Quality Management,Nadjib,Comellas,1965-01-21,1999-01-22,9999-01-01,Engineer
469253,Development,Baruch,Basawa,1965-01-17,1993-09-17,9999-01-01,Senior Engineer
469269,Production,Weiyi,Codenie,1965-01-23,1989-05-27,9999-01-01,Senior Engineer
469366,Quality Management,Aiman,Wilfing,1965-01-12,1990-12-30,9999-01-01,Engineer
469399,Production,Hongzhu,Ruemmler,1965-01-25,2000-06-06,9999-01-01,Engineer
469527,Research,Halsur,Ibel,1965-01-24,1998-03-05,9999-01-01,Staff
469529,Quality Management,Neven,Rikino,1965-01-07,1988-10-21,9999-01-01,Engineer
469735,Development,Arif,Stranks,1965-01-30,1992-11-16,9999-01-01,Senior Engineer
469867,Research,Hein,Jonsson,1965-01-23,1985-02-12,9999-01-01,Senior Staff
470456,Sales,Reuven,Oehlmann,1965-01-13,1986-03-29,9999-01-01,Staff
470472,Development,Zhiguo,Staudhammer,1965-02-01,1985-12-03,9999-01-01,Engineer
471397,Research,Nigel,Zirintsis,1965-02-01,1999-07-23,9999-01-01,Engineer
471532,Development,Feiyu,Decleir,1965-01-17,1998-09-13,9999-01-01,Technique Leader
471552,Finance,Basem,Lortz,1965-01-22,1997-10-25,9999-01-01,Staff
471911,Quality Management,Arun,Zaccaria,1965-01-14,1990-05-31,9999-01-01,Engineer
471939,Production,Kazuhiko,Marshall,1965-01-27,2001-06-04,9999-01-01,Staff
472052,Development,Godehard,Chinal,1965-01-26,1995-12-09,9999-01-01,Assistant Engineer
472143,Sales,Yahiko,Sommen,1965-01-25,1996-08-14,9999-01-01,Senior Staff
472238,Production,Jungsoon,Gubsky,1965-01-31,1990-10-09,9999-01-01,Senior Engineer
472790,Development,Zhenbing,Ibel,1965-01-23,1985-10-29,9999-01-01,Senior Engineer
472950,Production,Weidon,Fordan,1965-01-29,1986-03-27,9999-01-01,Senior Engineer
473268,Sales,Hugo,Sgarro,1965-01-01,1992-04-24,9999-01-01,Senior Staff
473299,Sales,Khaled,Penn,1965-01-12,1992-05-19,9999-01-01,Staff
473490,Research,Pantung,Reeker,1965-01-06,1992-05-11,9999-01-01,Staff
473940,Production,Avishai,Majewski,1965-01-16,1998-01-10,9999-01-01,Engineer
474331,Finance,Sugwoo,Eugenio,1965-01-29,1994-03-02,9999-01-01,Senior Staff
474763,Development,Mayuko,Clouatre,1965-01-07,1997-09-04,9999-01-01,Engineer
474796,Customer Service,Zongyan,Shackel,1965-01-10,1987-08-17,9999-01-01,Technique Leader
475087,Production,Genevieve,Snedden,1965-01-31,1988-10-21,9999-01-01,Senior Engineer
475258,Production,Fumiyo,Feinberg,1965-01-10,2000-02-12,9999-01-01,Senior Staff
475538,Human Resources,Christophe,Leaver,1965-01-15,1998-10-31,9999-01-01,Staff
475938,Development,Shigeaki,Lanteri,1965-01-14,1989-02-17,9999-01-01,Engineer
475965,Development,Rimon,Pietracaprina,1965-01-02,1985-07-10,9999-01-01,Senior Engineer
476055,Research,Girolamo,Schlumberger,1965-01-03,1993-03-07,9999-01-01,Staff
476122,Production,Khun,Spieker,1965-01-04,1995-05-07,9999-01-01,Engineer
476327,Production,Reinhold,Binkley,1965-01-31,1995-05-29,9999-01-01,Senior Engineer
476361,Research,Doohun,Preusig,1965-01-09,1993-04-28,9999-01-01,Technique Leader
477350,Sales,Terresa,Vigier,1965-01-01,1998-07-08,9999-01-01,Staff
477578,Development,Marit,Paludetto,1965-01-23,1990-09-30,9999-01-01,Engineer
477969,Development,Bluma,Mundy,1965-01-18,1991-10-18,9999-01-01,Engineer
478007,Production,Fumino,Narahara,1965-01-06,1991-09-21,9999-01-01,Senior Engineer
478170,Development,Doowon,Schoegge,1965-01-22,1995-04-13,9999-01-01,Assistant Engineer
478218,Research,Djenana,Erol,1965-01-02,1999-12-03,9999-01-01,Engineer
478439,Development,Yuichiro,Bale,1965-01-15,1997-11-04,9999-01-01,Technique Leader
478768,Production,Arun,Katzenelson,1965-01-03,1991-10-28,9999-01-01,Senior Engineer
478799,Marketing,Shaw,Borovoy,1965-01-18,1991-05-11,9999-01-01,Senior Staff
478833,Production,Pradeep,Valiente,1965-01-30,1992-09-19,9999-01-01,Engineer
478858,Customer Service,Hidekazu,Perna,1965-01-20,1999-11-08,9999-01-01,Staff
479024,Production,Ewing,Kalorkoti,1965-01-03,1996-12-21,9999-01-01,Engineer
479407,Production,Randi,Tomescu,1965-01-18,1986-11-25,9999-01-01,Senior Engineer
479601,Research,Kayoko,Bahi,1965-01-19,1997-02-19,9999-01-01,Staff
479695,Marketing,Masamitsu,Murrill,1965-01-06,1999-06-23,9999-01-01,Senior Staff
480035,Development,Sukumar,Georg,1965-01-26,1990-08-26,9999-01-01,Senior Staff
480066,Quality Management,Suebskul,Menhardt,1965-01-31,1994-07-26,9999-01-01,Engineer
480178,Research,Uinam,Rahier,1965-01-03,1991-02-10,9999-01-01,Senior Staff
480268,Development,Gaurav,Cheshire,1965-01-18,1989-03-30,9999-01-01,Technique Leader
480407,Development,Deniz,Bennis,1965-01-01,1989-06-24,9999-01-01,Senior Engineer
481050,Human Resources,Weiru,Burnard,1965-01-16,1990-10-15,9999-01-01,Senior Staff
481213,Sales,Shigehiro,Haldar,1965-01-08,1991-12-14,9999-01-01,Senior Staff
481397,Production,Luisa,Chelton,1965-01-31,1998-08-13,9999-01-01,Assistant Engineer
481764,Production,Teiji,Marrakchi,1965-01-27,1986-08-26,9999-01-01,Senior Engineer
481790,Research,Haldun,Erie,1965-01-22,1999-01-01,9999-01-01,Senior Engineer
482335,Development,Kwangyoen,Peck,1965-01-26,1994-01-16,9999-01-01,Engineer
482354,Research,Jayson,Zockler,1965-01-23,1999-11-06,9999-01-01,Staff
482755,Marketing,Jouni,Conia,1965-01-03,1994-10-31,9999-01-01,Staff
482885,Production,Shaunak,Brizzi,1965-01-29,1988-09-02,9999-01-01,Engineer
482905,Finance,Aral,Hebden,1965-01-16,1991-09-10,9999-01-01,Senior Staff
482944,Sales,Duke,Journel,1965-01-26,1991-10-26,9999-01-01,Staff
483401,Sales,Rosita,Pokrovskii,1965-01-10,1996-08-03,9999-01-01,Senior Staff
483675,Production,Hausi,Kamber,1965-01-22,1988-02-16,9999-01-01,Engineer
483825,Production,Marek,Mitchem,1965-01-22,1992-11-20,9999-01-01,Senior Engineer
483838,Production,Sham,Kavanagh,1965-01-03,1997-12-18,9999-01-01,Assistant Engineer
483978,Sales,Dung,Tanemo,1965-01-24,1990-01-28,9999-01-01,Senior Staff
484126,Human Resources,Manton,Lueh,1965-01-05,1989-04-07,9999-01-01,Senior Staff
484142,Human Resources,Perry,Cooman,1965-01-05,1987-04-23,9999-01-01,Staff
484498,Production,Herbert,Hammerschmidt,1965-01-26,1996-08-22,9999-01-01,Engineer
484756,Development,Phule,Ruemmler,1965-01-16,1990-08-09,9999-01-01,Senior Engineer
485253,Customer Service,Gladys,Parhami,1965-01-14,1996-07-20,9999-01-01,Senior Staff
485489,Development,Keiichiro,Armand,1965-01-01,1986-12-14,9999-01-01,Assistant Engineer
485577,Development,Rafael,Menhoudj,1965-01-30,1997-04-27,9999-01-01,Senior Engineer
485579,Development,Munehiro,Iwayama,1965-01-18,1986-12-16,9999-01-01,Engineer
485799,Research,Yoshimitsu,Litvinov,1965-01-27,1997-11-22,9999-01-01,Senior Staff
485817,Production,Mahmut,Bolotov,1965-01-29,1997-02-21,9999-01-01,Engineer
486068,Human Resources,Yefim,Bernardeschi,1965-01-11,1996-06-26,9999-01-01,Staff
486808,Quality Management,Geoffrey,Siochi,1965-01-05,1998-12-27,9999-01-01,Senior Engineer
486918,Sales,Yagil,Remmers,1965-01-18,1994-11-01,9999-01-01,Senior Staff
486956,Production,Matt,Ruemmler,1965-01-01,1993-10-14,9999-01-01,Engineer
486958,Development,Tonny,Kropf,1965-01-06,1986-07-30,9999-01-01,Senior Engineer
487008,Sales,Zhigen,Raney,1965-01-22,1993-05-26,9999-01-01,Senior Staff
487505,Research,Uno,Jayawardene,1965-01-20,1987-11-02,9999-01-01,Staff
487988,Human Resources,Ekawit,Schaft,1965-01-05,1990-05-20,9999-01-01,Senior Staff
488095,Customer Service,Francoise,Hegner,1965-01-24,1997-12-23,9999-01-01,Senior Staff
488142,Sales,Denis,Narlikar,1965-01-05,1991-07-01,9999-01-01,Staff
488482,Development,Kensyu,Tsunoo,1965-01-30,1999-12-05,9999-01-01,Engineer
488540,Finance,Breannda,Maquelin,1965-01-22,1996-04-12,9999-01-01,Senior Staff
488619,Production,Georgy,Bennis,1965-01-25,1998-04-11,9999-01-01,Engineer
488693,Development,Jiong,Zultner,1965-01-27,1993-03-10,9999-01-01,Senior Engineer
488707,Sales,Mihalis,Remmers,1965-01-16,1990-03-01,9999-01-01,Staff
488752,Marketing,Nimmagadda,Baja,1965-01-23,1994-02-09,9999-01-01,Senior Staff
488788,Customer Service,Wuxu,Garigliano,1965-01-12,1990-09-21,9999-01-01,Staff
488984,Sales,Kendra,Junet,1965-01-18,1992-11-12,9999-01-01,Staff
489755,Human Resources,Matk,Chorvat,1965-01-14,1999-12-04,9999-01-01,Staff
489756,Finance,Kersti,Miculan,1965-01-01,1992-06-09,9999-01-01,Staff
489928,Development,Satoru,Janetzko,1965-01-28,1997-07-26,9999-01-01,Assistant Engineer
490551,Development,Lalit,Lindqvist,1965-01-01,1998-11-07,9999-01-01,Engineer
490557,Production,Luise,Vigier,1965-01-27,1994-07-01,9999-01-01,Senior Engineer
490568,Development,Zita,Reistad,1965-01-01,1998-07-23,9999-01-01,Senior Engineer
490720,Quality Management,Younwoo,Samarati,1965-01-19,2002-05-18,9999-01-01,Senior Engineer
491079,Development,Kwangsub,Keirsey,1965-01-06,1992-02-04,9999-01-01,Senior Engineer
491162,Development,Panayotis,Hempstead,1965-01-14,1994-08-29,9999-01-01,Senior Engineer
491478,Sales,Gill,Varman,1965-01-16,1988-06-18,9999-01-01,Senior Staff
491596,Production,Charmane,Pargas,1965-01-21,1992-08-03,9999-01-01,Engineer
491632,Customer Service,Gadiel,Perly,1965-01-01,1986-10-20,9999-01-01,Staff
492000,Human Resources,Valeska,Cools,1965-01-10,1993-12-16,9999-01-01,Staff
492052,Customer Service,Udo,Ratnakar,1965-01-11,1999-11-30,9999-01-01,Staff
492217,Development,Heekeun,Verhaegen,1965-01-16,1991-09-28,9999-01-01,Senior Engineer
492639,Development,Sanjoy,Porenta,1965-01-30,1997-07-10,9999-01-01,Engineer
492677,Production,Goetz,McAffer,1965-01-26,1988-02-05,9999-01-01,Senior Engineer
493031,Customer Service,Hironoby,Jakobus,1965-01-23,1991-07-30,9999-01-01,Staff
493048,Sales,Muzhong,Berztiss,1965-01-31,1995-01-23,9999-01-01,Staff
493096,Development,Sachem,Msuda,1965-01-31,1995-04-07,9999-01-01,Engineer
493744,Production,Leni,Kropatsch,1965-01-14,1997-07-17,9999-01-01,Senior Engineer
494019,Marketing,Morrie,Iisaku,1965-01-16,1991-05-06,9999-01-01,Senior Staff
494088,Production,Phule,Dahlbom,1965-01-10,1989-02-06,9999-01-01,Senior Engineer
494493,Marketing,Masasuke,Koprowski,1965-01-10,1996-11-20,9999-01-01,Staff
494995,Sales,Yongmao,Pouyioutas,1965-01-04,1989-08-24,9999-01-01,Senior Staff
496100,Customer Service,Pranjal,Reinhard,1965-01-07,1995-05-08,9999-01-01,Staff
496970,Production,Giordano,Maquelin,1965-01-03,1999-12-31,9999-01-01,Senior Engineer
496978,Marketing,Danco,Debuse,1965-01-30,1993-09-10,9999-01-01,Staff
497007,Customer Service,Oldrich,Adachi,1965-01-23,1998-08-09,9999-01-01,Engineer
497174,Development,Sanjiv,Bressoud,1965-01-02,1993-04-27,9999-01-01,Engineer
497340,Marketing,Fayez,Keohane,1965-01-06,1990-09-19,9999-01-01,Senior Staff
497391,Quality Management,Paris,Lieblein,1965-01-30,1999-05-19,9999-01-01,Engineer
497835,Production,Shuho,Laurillard,1965-01-29,1999-10-06,9999-01-01,Technique Leader
498185,Development,Caolyn,Marciano,1965-01-19,1999-06-06,9999-01-01,Senior Engineer
498337,Sales,Naraig,Docker,1965-01-30,1997-05-17,9999-01-01,Staff
498456,Customer Service,Geraldo,Gerteisen,1965-01-17,1987-06-05,9999-01-01,Staff
498635,Sales,Florian,Pezzoli,1965-01-09,1988-07-22,9999-01-01,Senior Staff
498838,Research,Sanjay,Ciolek,1965-01-16,1989-12-13,9999-01-01,Staff
498845,Development,Arumugam,Pelc,1965-01-09,1999-11-13,9999-01-01,Senior Engineer
498955,Production,Nechama,Kandlur,1965-01-13,1995-01-16,9999-01-01,Senior Engineer
499194,Customer Service,Padma,Delgrange,1965-01-29,1999-08-27,9999-01-01,Senior Staff
499260,Production,Danae,Honglei,1965-01-11,1998-09-14,9999-01-01,Engineer
499495,Development,Baoqiu,Kakkar,1965-01-14,1999-08-30,9999-01-01,Engineer
